district,year,owner,usage_ha
Weinegg,2047,private housing,10.1705
Weinegg,2048,cooperative housing,1.2152
Weinegg,2048,private housing,9.7717
Weinegg,2049,cooperative housing,1.1675
Weinegg,2049,private housing,9.3885
Weinegg,2050,cooperative housing,1.1217
Weinegg,2050,private housing,9.0204
Albisrieden,2021,cooperative housing,52.1452
Albisrieden,2021,private housing,40.2527
Albisrieden,2022,cooperative housing,50.1005
Albisrieden,2022,private housing,38.6743
Albisrieden,2023,cooperative housing,48.1361
Albisrieden,2023,private housing,37.1579
Albisrieden,2024,cooperative housing,46.2486
Albisrieden,2024,private housing,35.7009
Albisrieden,2025,cooperative housing,44.4352
Albisrieden,2025,private housing,34.3011
Albisrieden,2026,cooperative housing,42.6929
Albisrieden,2026,private housing,32.9561
Albisrieden,2027,cooperative housing,41.0189
Albisrieden,2027,private housing,31.6639
Albisrieden,2028,cooperative housing,39.4105
Albisrieden,2028,private housing,30.4223
Albisrieden,2029,cooperative housing,37.8652
Albisrieden,2029,private housing,29.2294
Albisrieden,2030,cooperative housing,36.3805
Albisrieden,2030,private housing,28.0833
Albisrieden,2031,cooperative housing,34.954
Albisrieden,2031,private housing,26.9822
Albisrieden,2032,cooperative housing,33.5834
Albisrieden,2032,private housing,25.9242
Albisrieden,2033,cooperative housing,32.2666
Albisrieden,2033,private housing,24.9077
Albisrieden,2034,cooperative housing,31.0014
Albisrieden,2034,private housing,23.931
Albisrieden,2035,cooperative housing,29.7858
Albisrieden,2035,private housing,22.9927
Albisrieden,2036,cooperative housing,28.6179
Albisrieden,2036,private housing,22.0911
Albisrieden,2037,cooperative housing,27.4958
Albisrieden,2037,private housing,21.2249
Albisrieden,2038,cooperative housing,26.4176
Albisrieden,2038,private housing,20.3927
Albisrieden,2039,cooperative housing,25.3818
Albisrieden,2039,private housing,19.5931
Albisrieden,2040,cooperative housing,24.3866
Albisrieden,2040,private housing,18.8248
Albisrieden,2041,cooperative housing,23.4303
Albisrieden,2041,private housing,18.0867
Albisrieden,2042,cooperative housing,22.5116
Albisrieden,2042,private housing,17.3775
Albisrieden,2043,cooperative housing,21.6289
Albisrieden,2043,private housing,16.6961
Albisrieden,2044,cooperative housing,20.7809
Albisrieden,2044,private housing,16.0415
Albisrieden,2045,cooperative housing,19.966
Albisrieden,2045,private housing,15.4125
Albisrieden,2046,cooperative housing,19.1831
Albisrieden,2046,private housing,14.8081
Albisrieden,2047,cooperative housing,18.431
Albisrieden,2047,private housing,14.2275
Albisrieden,2048,cooperative housing,17.7083
Albisrieden,2048,private housing,13.6696
Albisrieden,2049,cooperative housing,17.0139
Albisrieden,2049,private housing,13.1336
Albisrieden,2050,cooperative housing,16.346800000000002
Albisrieden,2050,private housing,12.6187
Altstetten,2021,cooperative housing,66.6784
Altstetten,2021,private housing,92.45
Altstetten,2022,cooperative housing,64.0639
Altstetten,2022,private housing,88.8249
Altstetten,2023,cooperative housing,61.5519
Altstetten,2023,private housing,85.3421
Altstetten,2024,cooperative housing,59.1384
Altstetten,2024,private housing,81.9958
Altstetten,2025,cooperative housing,56.8196
Altstetten,2025,private housing,78.7807
Altstetten,2026,cooperative housing,54.5917
Altstetten,2026,private housing,75.6916
Altstetten,2027,cooperative housing,52.4511
Altstetten,2027,private housing,72.7237
Altstetten,2028,cooperative housing,50.3945
Altstetten,2028,private housing,69.8722
Altstetten,2029,cooperative housing,48.4185
Altstetten,2029,private housing,67.1324
Altstetten,2030,cooperative housing,46.5199
Altstetten,2030,private housing,64.5001
Altstetten,2031,cooperative housing,44.6959
Altstetten,2031,private housing,61.9711
Altstetten,2032,cooperative housing,42.9433
Altstetten,2032,private housing,59.5411
Altstetten,2033,cooperative housing,41.2595
Altstetten,2033,private housing,57.2065
Altstetten,2034,cooperative housing,39.6417
Altstetten,2034,private housing,54.9634
Altstetten,2035,cooperative housing,38.0873
Altstetten,2035,private housing,52.8083
Altstetten,2036,cooperative housing,36.5939
Altstetten,2036,private housing,50.7376
Altstetten,2037,cooperative housing,35.159
Altstetten,2037,private housing,48.7482
Altstetten,2038,cooperative housing,33.7804
Altstetten,2038,private housing,46.8367
Altstetten,2039,cooperative housing,32.4559
Altstetten,2039,private housing,45.0002
Altstetten,2040,cooperative housing,31.1833
Altstetten,2040,private housing,43.2357
Altstetten,2041,cooperative housing,29.9605
Altstetten,2041,private housing,41.5404
Altstetten,2042,cooperative housing,28.7858
Altstetten,2042,private housing,39.9116
Altstetten,2043,cooperative housing,27.6571
Altstetten,2043,private housing,38.3467
Altstetten,2044,cooperative housing,26.5726
Altstetten,2044,private housing,36.8431
Altstetten,2045,cooperative housing,25.5307
Altstetten,2045,private housing,35.3984
Altstetten,2046,cooperative housing,24.5296
Altstetten,2046,private housing,34.0104
Altstetten,2047,cooperative housing,23.5678
Altstetten,2047,private housing,32.6769
Altstetten,2048,cooperative housing,22.6437
Altstetten,2048,private housing,31.3956
Altstetten,2049,cooperative housing,21.7558
Altstetten,2049,private housing,30.1646
Altstetten,2050,cooperative housing,20.9028
Altstetten,2050,private housing,28.9818
Hoengg,2021,cooperative housing,33.4003
Hoengg,2021,private housing,54.4069
Hoengg,2022,cooperative housing,32.0907
Hoengg,2022,private housing,52.2736
Hoengg,2023,cooperative housing,30.8324
Hoengg,2023,private housing,50.2239
Hoengg,2024,cooperative housing,29.6234
Hoengg,2024,private housing,48.2546
Hoengg,2025,cooperative housing,28.4619
Hoengg,2025,private housing,46.3625
Hoengg,2026,cooperative housing,27.3459
Hoengg,2026,private housing,44.5446
Hoengg,2027,cooperative housing,26.2736
Hoengg,2027,private housing,42.798
Hoengg,2028,cooperative housing,25.2434
Hoengg,2028,private housing,41.1199
Hoengg,2029,cooperative housing,24.2536
Hoengg,2029,private housing,39.5075
Hoengg,2030,cooperative housing,23.3026
Hoengg,2030,private housing,37.9584
Hoengg,2031,cooperative housing,22.3889
Hoengg,2031,private housing,36.4701
Hoengg,2032,cooperative housing,21.511
Hoengg,2032,private housing,35.04
Hoengg,2033,cooperative housing,20.6676
Hoengg,2033,private housing,33.6661
Hoengg,2034,cooperative housing,19.8572
Hoengg,2034,private housing,32.346
Hoengg,2035,cooperative housing,19.0786
Hoengg,2035,private housing,31.0777
Hoengg,2036,cooperative housing,18.3305
Hoengg,2036,private housing,29.8592
Hoengg,2037,cooperative housing,17.6117
Hoengg,2037,private housing,28.6884
Hoengg,2038,cooperative housing,16.9212
Hoengg,2038,private housing,27.5635
Hoengg,2039,cooperative housing,16.2577
Hoengg,2039,private housing,26.4827
Hoengg,2040,cooperative housing,15.6202
Hoengg,2040,private housing,25.4443
Hoengg,2041,cooperative housing,15.0077
Hoengg,2041,private housing,24.4466
Hoengg,2042,cooperative housing,14.4193
Hoengg,2042,private housing,23.488
Hoengg,2043,cooperative housing,13.8539
Hoengg,2043,private housing,22.5671
Hoengg,2044,cooperative housing,13.3107
Hoengg,2044,private housing,21.6822
Hoengg,2045,cooperative housing,12.7887
Hoengg,2045,private housing,20.832
Hoengg,2046,cooperative housing,12.2873
Hoengg,2046,private housing,20.0152
Hoengg,2047,cooperative housing,11.8055
Hoengg,2047,private housing,19.2304
Hoengg,2048,cooperative housing,11.3426
Hoengg,2048,private housing,18.4764
Hoengg,2049,cooperative housing,10.8979
Hoengg,2049,private housing,17.7519
Hoengg,2050,cooperative housing,10.4705
Hoengg,2050,private housing,17.0558
Wipkingen,2021,cooperative housing,19.1406
Wipkingen,2021,private housing,27.0467
Wipkingen,2022,cooperative housing,18.3901
Wipkingen,2022,private housing,25.9861
Wipkingen,2023,cooperative housing,17.669
Wipkingen,2023,private housing,24.9672
Wipkingen,2024,cooperative housing,16.9762
Wipkingen,2024,private housing,23.9882
Wipkingen,2025,cooperative housing,16.3105
Wipkingen,2025,private housing,23.0476
Wipkingen,2026,cooperative housing,15.671
Wipkingen,2026,private housing,22.1439
Wipkingen,2027,cooperative housing,15.0565
Wipkingen,2027,private housing,21.2756
Wipkingen,2028,cooperative housing,14.4661
Wipkingen,2028,private housing,20.4414
Wipkingen,2029,cooperative housing,13.8989
Wipkingen,2029,private housing,19.6399
Wipkingen,2030,cooperative housing,13.3539
Wipkingen,2030,private housing,18.8698
Wipkingen,2031,cooperative housing,12.8303
Wipkingen,2031,private housing,18.1299
Wipkingen,2032,cooperative housing,12.3272
Wipkingen,2032,private housing,17.419
Wipkingen,2033,cooperative housing,11.8439
Wipkingen,2033,private housing,16.736
Wipkingen,2034,cooperative housing,11.3795
Wipkingen,2034,private housing,16.0798
Wipkingen,2035,cooperative housing,10.9333
Wipkingen,2035,private housing,15.4493
Wipkingen,2036,cooperative housing,10.5046
Wipkingen,2036,private housing,14.8435
Wipkingen,2037,cooperative housing,10.0927
Wipkingen,2037,private housing,14.2615
Wipkingen,2038,cooperative housing,9.6969
Wipkingen,2038,private housing,13.7023
Wipkingen,2039,cooperative housing,9.3167
Wipkingen,2039,private housing,13.165
Wipkingen,2040,cooperative housing,8.9514
Wipkingen,2040,private housing,12.6488
Wipkingen,2041,cooperative housing,8.6004
Wipkingen,2041,private housing,12.1528
Wipkingen,2042,cooperative housing,8.2632
Wipkingen,2042,private housing,11.6763
Wipkingen,2043,cooperative housing,7.9392
Wipkingen,2043,private housing,11.2185
Wipkingen,2044,cooperative housing,7.6279
Wipkingen,2044,private housing,10.7786
Wipkingen,2045,cooperative housing,7.3288
Wipkingen,2045,private housing,10.356
Wipkingen,2046,cooperative housing,7.0414
Wipkingen,2046,private housing,9.9499
Wipkingen,2047,cooperative housing,6.7653
Wipkingen,2047,private housing,9.5598
Wipkingen,2048,cooperative housing,6.5001
Wipkingen,2048,private housing,9.1849
Wipkingen,2049,cooperative housing,6.2452
Wipkingen,2049,private housing,8.8248
Wipkingen,2050,cooperative housing,6.0003
Wipkingen,2050,private housing,8.4788
Affoltern,2021,cooperative housing,54.38
Affoltern,2021,private housing,66.7605
Affoltern,2022,cooperative housing,52.2477
Affoltern,2022,private housing,64.1428
Affoltern,2023,cooperative housing,50.1991
Affoltern,2023,private housing,61.6277
Affoltern,2024,cooperative housing,48.2307
Affoltern,2024,private housing,59.2113
Affoltern,2025,cooperative housing,46.3396
Affoltern,2025,private housing,56.8895
Affoltern,2026,cooperative housing,44.5226
Affoltern,2026,private housing,54.6589
Affoltern,2027,cooperative housing,42.7768
Affoltern,2027,private housing,52.5157
Affoltern,2028,cooperative housing,41.0995
Affoltern,2028,private housing,50.4565
Affoltern,2029,cooperative housing,39.488
Affoltern,2029,private housing,48.4781
Affoltern,2030,cooperative housing,37.9396
Affoltern,2030,private housing,46.5772
Affoltern,2031,cooperative housing,36.452
Affoltern,2031,private housing,44.7509
Affoltern,2032,cooperative housing,35.0227
Affoltern,2032,private housing,42.9962
Affoltern,2033,cooperative housing,33.6494
Affoltern,2033,private housing,41.3103
Affoltern,2034,cooperative housing,32.33
Affoltern,2034,private housing,39.6905
Affoltern,2035,cooperative housing,31.0623
Affoltern,2035,private housing,38.1342
Affoltern,2036,cooperative housing,29.8444
Affoltern,2036,private housing,36.6389
Affoltern,2037,cooperative housing,28.6742
Affoltern,2037,private housing,35.2023
Affoltern,2038,cooperative housing,27.5498
Affoltern,2038,private housing,33.822
Affoltern,2039,cooperative housing,26.4696
Affoltern,2039,private housing,32.4958
Affoltern,2040,cooperative housing,25.4317
Affoltern,2040,private housing,31.2216
Affoltern,2041,cooperative housing,24.4345
Affoltern,2041,private housing,29.9974
Affoltern,2042,cooperative housing,23.4764
Affoltern,2042,private housing,28.8212
Affoltern,2043,cooperative housing,22.5559
Affoltern,2043,private housing,27.6911
Affoltern,2044,cooperative housing,21.6715
Affoltern,2044,private housing,26.6053
Affoltern,2045,cooperative housing,20.8217
Affoltern,2045,private housing,25.5621
Affoltern,2046,cooperative housing,20.0053
Affoltern,2046,private housing,24.5598
Affoltern,2047,cooperative housing,19.2209
Affoltern,2047,private housing,23.596800000000002
Affoltern,2048,cooperative housing,18.4672
Affoltern,2048,private housing,22.6716
Affoltern,2049,cooperative housing,17.7431
Affoltern,2049,private housing,21.7826
Affoltern,2050,cooperative housing,17.0474
Affoltern,2050,private housing,20.9285
Oerlikon,2021,cooperative housing,22.7006
Oerlikon,2021,private housing,90.4129
Oerlikon,2022,cooperative housing,21.8105
Oerlikon,2022,private housing,86.8677
Oerlikon,2023,cooperative housing,20.9553
Oerlikon,2023,private housing,83.4616
Oerlikon,2024,cooperative housing,20.1336
Oerlikon,2024,private housing,80.189
Oerlikon,2025,cooperative housing,19.3441
Oerlikon,2025,private housing,77.0448
Oerlikon,2026,cooperative housing,18.5856
Oerlikon,2026,private housing,74.0238
Oerlikon,2027,cooperative housing,17.8569
Oerlikon,2027,private housing,71.1213
Oerlikon,2028,cooperative housing,17.1567
Oerlikon,2028,private housing,68.3326
Oerlikon,2029,cooperative housing,16.484
Oerlikon,2029,private housing,65.6532
Oerlikon,2030,cooperative housing,15.8376
Oerlikon,2030,private housing,63.0789
Oerlikon,2031,cooperative housing,15.2166
Oerlikon,2031,private housing,60.6056
Oerlikon,2032,cooperative housing,14.62
Oerlikon,2032,private housing,58.2292
Oerlikon,2033,cooperative housing,14.0467
Oerlikon,2033,private housing,55.946
Oerlikon,2034,cooperative housing,13.496
Oerlikon,2034,private housing,53.7523
Oerlikon,2035,cooperative housing,12.9668
Oerlikon,2035,private housing,51.6447
Oerlikon,2036,cooperative housing,12.4583
Oerlikon,2036,private housing,49.6196
Oerlikon,2037,cooperative housing,11.9698
Oerlikon,2037,private housing,47.674
Oerlikon,2038,cooperative housing,11.5005
Oerlikon,2038,private housing,45.8047
Oerlikon,2039,cooperative housing,11.0496
Oerlikon,2039,private housing,44.0087
Oerlikon,2040,cooperative housing,10.6163
Oerlikon,2040,private housing,42.2831
Oerlikon,2041,cooperative housing,10.2
Oerlikon,2041,private housing,40.6251
Oerlikon,2042,cooperative housing,9.8001
Oerlikon,2042,private housing,39.0322
Oerlikon,2043,cooperative housing,9.4158
Oerlikon,2043,private housing,37.5017
Oerlikon,2044,cooperative housing,9.0466
Oerlikon,2044,private housing,36.0313
Oerlikon,2045,cooperative housing,8.6919
Oerlikon,2045,private housing,34.6184
Oerlikon,2046,cooperative housing,8.3511
Oerlikon,2046,private housing,33.261
Oerlikon,2047,cooperative housing,8.0236
Oerlikon,2047,private housing,31.9569
Oerlikon,2048,cooperative housing,7.709
Oerlikon,2048,private housing,30.7038
Oerlikon,2049,cooperative housing,7.4067
Oerlikon,2049,private housing,29.4999
Oerlikon,2050,cooperative housing,7.1163
Oerlikon,2050,private housing,28.3432
Seebach,2021,cooperative housing,107.3072
Seebach,2021,private housing,105.5243
Seebach,2022,cooperative housing,103.0996
Seebach,2022,private housing,101.3866
Seebach,2023,cooperative housing,99.0571
Seebach,2023,private housing,97.4112
Seebach,2024,cooperative housing,95.173
Seebach,2024,private housing,93.5917
Seebach,2025,cooperative housing,91.4412
Seebach,2025,private housing,89.9219
Seebach,2026,cooperative housing,87.8557
Seebach,2026,private housing,86.396
Seebach,2027,cooperative housing,84.4109
Seebach,2027,private housing,83.0084
Seebach,2028,cooperative housing,81.1011
Seebach,2028,private housing,79.7536
Seebach,2029,cooperative housing,77.921
Seebach,2029,private housing,76.6264
Seebach,2030,cooperative housing,74.8657
Seebach,2030,private housing,73.6218
Seebach,2031,cooperative housing,71.9302
Seebach,2031,private housing,70.7351
Seebach,2032,cooperative housing,69.1098
Seebach,2032,private housing,67.9615
Seebach,2033,cooperative housing,66.3999
Seebach,2033,private housing,65.2967
Seebach,2034,cooperative housing,63.7963
Seebach,2034,private housing,62.7364
Seebach,2035,cooperative housing,61.2949
Seebach,2035,private housing,60.2764
Seebach,2036,cooperative housing,58.8915
Seebach,2036,private housing,57.913
Seebach,2037,cooperative housing,56.5823
Seebach,2037,private housing,55.6422
Seebach,2038,cooperative housing,54.3637
Seebach,2038,private housing,53.4604
Seebach,2039,cooperative housing,52.232
Seebach,2039,private housing,51.3642
Seebach,2040,cooperative housing,50.184
Seebach,2040,private housing,49.3502
Seebach,2041,cooperative housing,48.2162
Seebach,2041,private housing,47.4151
Seebach,2042,cooperative housing,46.3257
Seebach,2042,private housing,45.556
Seebach,2043,cooperative housing,44.5092
Seebach,2043,private housing,43.7697
Seebach,2044,cooperative housing,42.764
Seebach,2044,private housing,42.0534
Seebach,2045,cooperative housing,41.0872
Seebach,2045,private housing,40.4045
Seebach,2046,cooperative housing,39.4761
Seebach,2046,private housing,38.8202
Seebach,2047,cooperative housing,37.9282
Seebach,2047,private housing,37.2981
Seebach,2048,cooperative housing,36.4411
Seebach,2048,private housing,35.8356
Seebach,2049,cooperative housing,35.0122
Seebach,2049,private housing,34.4304
Seebach,2050,cooperative housing,33.6393
Seebach,2050,private housing,33.0804
Saatlen,2021,cooperative housing,59.7976
Saatlen,2021,private housing,17.6657
Saatlen,2022,cooperative housing,57.4529
Saatlen,2022,private housing,16.973
Saatlen,2023,cooperative housing,55.2001
Saatlen,2023,private housing,16.3075
Saatlen,2024,cooperative housing,53.0357
Saatlen,2024,private housing,15.6681
Saatlen,2025,cooperative housing,50.9562
Saatlen,2025,private housing,15.0537
Saatlen,2026,cooperative housing,48.9581
Saatlen,2026,private housing,14.4635
Saatlen,2027,cooperative housing,47.0385
Saatlen,2027,private housing,13.8963
Saatlen,2028,cooperative housing,45.1941
Saatlen,2028,private housing,13.3515
Saatlen,2029,cooperative housing,43.422
Saatlen,2029,private housing,12.8279
Saatlen,2030,cooperative housing,41.7194
Saatlen,2030,private housing,12.3249
Saatlen,2031,cooperative housing,40.0835
Saatlen,2031,private housing,11.8417
Saatlen,2032,cooperative housing,38.5118
Saatlen,2032,private housing,11.3774
Saatlen,2033,cooperative housing,37.0018
Saatlen,2033,private housing,10.9312
Saatlen,2034,cooperative housing,35.5509
Saatlen,2034,private housing,10.5026
Saatlen,2035,cooperative housing,34.1569
Saatlen,2035,private housing,10.0908
Saatlen,2036,cooperative housing,32.8176
Saatlen,2036,private housing,9.6951
Saatlen,2037,cooperative housing,31.5308
Saatlen,2037,private housing,9.315
Saatlen,2038,cooperative housing,30.2945
Saatlen,2038,private housing,8.9497
Saatlen,2039,cooperative housing,29.1066
Saatlen,2039,private housing,8.5988
Saatlen,2040,cooperative housing,27.9653
Saatlen,2040,private housing,8.2617
Saatlen,2041,cooperative housing,26.8688
Saatlen,2041,private housing,7.9377
Saatlen,2042,cooperative housing,25.8153
Saatlen,2042,private housing,7.6265
Saatlen,2043,cooperative housing,24.803
Saatlen,2043,private housing,7.3274
Saatlen,2044,cooperative housing,23.8305
Saatlen,2044,private housing,7.0401
Saatlen,2045,cooperative housing,22.8961
Saatlen,2045,private housing,6.7641
Saatlen,2046,cooperative housing,21.9983
Saatlen,2046,private housing,6.4989
Saatlen,2047,cooperative housing,21.1357
Saatlen,2047,private housing,6.244
Saatlen,2048,cooperative housing,20.307
Saatlen,2048,private housing,5.9992
Saatlen,2049,cooperative housing,19.5108
Saatlen,2049,private housing,5.764
Saatlen,2050,cooperative housing,18.7457
Saatlen,2050,private housing,5.538
Schwamendingen-Mitte,2021,cooperative housing,36.0517
Schwamendingen-Mitte,2021,private housing,35.8486
Schwamendingen-Mitte,2022,cooperative housing,34.6381
Schwamendingen-Mitte,2022,private housing,34.443
Schwamendingen-Mitte,2023,cooperative housing,33.2799
Schwamendingen-Mitte,2023,private housing,33.0925
Schwamendingen-Mitte,2024,cooperative housing,31.975
Schwamendingen-Mitte,2024,private housing,31.7949
Schwamendingen-Mitte,2025,cooperative housing,30.7212
Schwamendingen-Mitte,2025,private housing,30.5482
Schwamendingen-Mitte,2026,cooperative housing,29.5166
Schwamendingen-Mitte,2026,private housing,29.3504
Schwamendingen-Mitte,2027,cooperative housing,28.3593
Schwamendingen-Mitte,2027,private housing,28.1995
Schwamendingen-Mitte,2028,cooperative housing,27.2473
Schwamendingen-Mitte,2028,private housing,27.0938
Schwamendingen-Mitte,2029,cooperative housing,26.1789
Schwamendingen-Mitte,2029,private housing,26.0314
Schwamendingen-Mitte,2030,cooperative housing,25.1524
Schwamendingen-Mitte,2030,private housing,25.0107
Schwamendingen-Mitte,2031,cooperative housing,24.1662
Schwamendingen-Mitte,2031,private housing,24.0301
Schwamendingen-Mitte,2032,cooperative housing,23.2186
Schwamendingen-Mitte,2032,private housing,23.0878
Schwamendingen-Mitte,2033,cooperative housing,22.3082
Schwamendingen-Mitte,2033,private housing,22.1825
Schwamendingen-Mitte,2034,cooperative housing,21.4335
Schwamendingen-Mitte,2034,private housing,21.3127
Schwamendingen-Mitte,2035,cooperative housing,20.5931
Schwamendingen-Mitte,2035,private housing,20.4771
Schwamendingen-Mitte,2036,cooperative housing,19.7856
Schwamendingen-Mitte,2036,private housing,19.6741
Schwamendingen-Mitte,2037,cooperative housing,19.0098
Schwamendingen-Mitte,2037,private housing,18.9027
Schwamendingen-Mitte,2038,cooperative housing,18.2644
Schwamendingen-Mitte,2038,private housing,18.1615
Schwamendingen-Mitte,2039,cooperative housing,17.5482
Schwamendingen-Mitte,2039,private housing,17.4494
Schwamendingen-Mitte,2040,cooperative housing,16.8602
Schwamendingen-Mitte,2040,private housing,16.7652
Schwamendingen-Mitte,2041,cooperative housing,16.1991
Schwamendingen-Mitte,2041,private housing,16.1078
Schwamendingen-Mitte,2042,cooperative housing,15.5639
Schwamendingen-Mitte,2042,private housing,15.4762
Schwamendingen-Mitte,2043,cooperative housing,14.9536
Schwamendingen-Mitte,2043,private housing,14.8694
Schwamendingen-Mitte,2044,cooperative housing,14.3673
Schwamendingen-Mitte,2044,private housing,14.2864
Schwamendingen-Mitte,2045,cooperative housing,13.8039
Schwamendingen-Mitte,2045,private housing,13.7262
Schwamendingen-Mitte,2046,cooperative housing,13.2627
Schwamendingen-Mitte,2046,private housing,13.188
Schwamendingen-Mitte,2047,cooperative housing,12.7426
Schwamendingen-Mitte,2047,private housing,12.6709
Schwamendingen-Mitte,2048,cooperative housing,12.243
Schwamendingen-Mitte,2048,private housing,12.174
Schwamendingen-Mitte,2049,cooperative housing,11.7629
Schwamendingen-Mitte,2049,private housing,11.6967
Schwamendingen-Mitte,2050,cooperative housing,11.3017
Schwamendingen-Mitte,2050,private housing,11.238
Hirzenbach,2021,cooperative housing,77.732
Hirzenbach,2021,private housing,39.7451
Hirzenbach,2022,cooperative housing,74.684
Hirzenbach,2022,private housing,38.1867
Hirzenbach,2023,cooperative housing,71.7556
Hirzenbach,2023,private housing,36.6894
Hirzenbach,2024,cooperative housing,68.9421
Hirzenbach,2024,private housing,35.2508
Hirzenbach,2025,cooperative housing,66.2388
Hirzenbach,2025,private housing,33.8685
Hirzenbach,2026,cooperative housing,63.6415
Hirzenbach,2026,private housing,32.5405
Hirzenbach,2027,cooperative housing,61.1461
Hirzenbach,2027,private housing,31.2646
Hirzenbach,2028,cooperative housing,58.7486
Hirzenbach,2028,private housing,30.0387
Hirzenbach,2029,cooperative housing,56.445
Hirzenbach,2029,private housing,28.8609
Hirzenbach,2030,cooperative housing,54.2317
Hirzenbach,2030,private housing,27.7292
Hirzenbach,2031,cooperative housing,52.1053
Hirzenbach,2031,private housing,26.6419
Hirzenbach,2032,cooperative housing,50.0622
Hirzenbach,2032,private housing,25.5973
Hirzenbach,2033,cooperative housing,48.0992
Hirzenbach,2033,private housing,24.5936
Hirzenbach,2034,cooperative housing,46.2132
Hirzenbach,2034,private housing,23.6293
Hirzenbach,2035,cooperative housing,44.4012
Hirzenbach,2035,private housing,22.7028
Hirzenbach,2036,cooperative housing,42.6602
Hirzenbach,2036,private housing,21.8126
Hirzenbach,2037,cooperative housing,40.9875
Hirzenbach,2037,private housing,20.9573
Hirzenbach,2038,cooperative housing,39.3803
Hirzenbach,2038,private housing,20.1355
Hirzenbach,2039,cooperative housing,37.8362
Hirzenbach,2039,private housing,19.346
Hirzenbach,2040,cooperative housing,36.3526
Hirzenbach,2040,private housing,18.5875
Hirzenbach,2041,cooperative housing,34.9272
Hirzenbach,2041,private housing,17.8586
Hirzenbach,2042,cooperative housing,33.5577
Hirzenbach,2042,private housing,17.1584
Hirzenbach,2043,cooperative housing,32.2419
Hirzenbach,2043,private housing,16.4856
Hirzenbach,2044,cooperative housing,30.9777
Hirzenbach,2044,private housing,15.8392
Hirzenbach,2045,cooperative housing,29.763
Hirzenbach,2045,private housing,15.2181
Hirzenbach,2046,cooperative housing,28.596
Hirzenbach,2046,private housing,14.6214
Hirzenbach,2047,cooperative housing,27.4747
Hirzenbach,2047,private housing,14.0481
Hirzenbach,2048,cooperative housing,26.3974
Hirzenbach,2048,private housing,13.4973
Hirzenbach,2049,cooperative housing,25.3624
Hirzenbach,2049,private housing,12.968
Hirzenbach,2050,cooperative housing,24.3679
Hirzenbach,2050,private housing,12.4595
